City,tempmax,sealevelpressure
Bengaluru,31,NA
Bengaluru,31,NA
Bengaluru,31.9,NA
Bengaluru,30.8,NA
Bengaluru,31.9,NA
Bengaluru,32,NA
Bengaluru,30.9,NA
Bengaluru,30.1,NA
Bengaluru,28.7,NA
Bengaluru,28.9,NA
Bengaluru,30,NA
Bengaluru,30,NA
Bengaluru,28,NA
Bengaluru,30,NA
Bengaluru,31,NA
Bengaluru,30,NA
Bengaluru,28.6,NA
Patna,33,1008.5
Patna,34,1008
Patna,36,1008.5
Patna,35,1008.9
Patna,34,1008.6
Patna,31.7,1008.2
Patna,31,1008.8
Patna,33,1006.5
Patna,31,1006.3
Patna,33,1008.5
Patna,35,1007.4
Patna,37,1006.6
Patna,39,1005.9
Patna,39.1,1006
Patna,40.3,1005.2
Patna,37,1007.1
Patna,29,1010.9
Patna,36,1009
Patna,36,1007.2
Patna,36.3,1005.4
Patna,38.3,1004.1
Patna,37,1005.1
Patna,34.3,1007.2
Patna,37.3,1007.5
Patna,40,1005.8
Patna,39.3,1003.9
Patna,41.1,1002.8
Patna,42,1002
Patna,41,1002.5
Patna,41,1001.7
Patna,39,1001.4
Patna,38.3,1002.6
Patna,35,1004.3
Patna,33,1005.3
Patna,40.2,1004.3
Patna,41.1,1001.9
Patna,42.3,1000.8
Patna,43,1000.1
Patna,43,999
Patna,43.3,1000.9
Patna,42.8,1003.4
Patna,42.3,1002.1
Patna,37,1002.9
Patna,39,1002.9
Patna,39,1003.9
Patna,40,1004.5
Patna,42,1002.8
Patna,42,1002.6
Patna,41,1004.5
Patna,42,1004.8
Patna,42,1003.9
Patna,41,1002.4
Patna,39.8,1002.3
Patna,39,1002
Patna,37,1000.7
Patna,41.1,1001
Patna,42.3,1000.5
Patna,42,1000.6
Patna,41,1000.1
Patna,40,999.7
Patna,36,1001.1
Patna,37.3,1001.7
Patna,36.4,1002.5
Patna,33.1,1002.9
Patna,37.3,1001.2
Patna,36.1,1001
Patna,36,1002.5
Patna,38.3,1003
Patna,39.4,1000.9
Patna,42,998.6
Patna,40,996
Patna,37.2,997.7
Patna,39.6,998.4
Patna,40,998.3
Patna,42.2,996.5
Patna,44.4,996
Patna,43.4,995.4
Patna,41,997.1
Patna,40,998
Patna,40.3,998.6
Patna,38.4,999.8
Patna,39,1000.5
Patna,31,1000.9
Patna,37,1001.2
Patna,38,1001.7
Patna,40,1000.4
Patna,38,998.2
Patna,37,997.2
Patna,39.3,995.2
Patna,38.3,996.1
Patna,32,997.7
Kanpur,34.1,1009
Kanpur,34.6,1008.6
Kanpur,36.6,1008.9
Kanpur,37.6,1009.3
Kanpur,37.5,1008.5
Kanpur,37.6,1007.6
Kanpur,32,1007.6
Kanpur,34.6,1007.3
Kanpur,38.6,1006.5
Kanpur,36,1007.9
Kanpur,38.9,1007.4
Kanpur,38.6,1007.3
Kanpur,40.5,1007.5
Kanpur,40.6,1007.2
Kanpur,41,1006.1
Kanpur,30.5,1010
Kanpur,27.5,1013.5
Kanpur,31.6,1011.2
Kanpur,33.6,1009.1
Kanpur,34.5,1006.8
Kanpur,37.3,1005.4
Kanpur,39.6,1005.2
Kanpur,38.1,1007
Kanpur,38.6,1008
Kanpur,42,1006.8
Kanpur,41.6,1005.1
Kanpur,41.4,1004.4
Kanpur,41.9,1003.9
Kanpur,42.4,1003.7
Kanpur,43.1,1001.6
Kanpur,42.9,1001.1
Kanpur,43,1001.8
Kanpur,36.6,1004.1
Kanpur,38.6,1005.9
Kanpur,39.5,1006.3
Kanpur,42.4,1003.6
Kanpur,42.6,1002.6
Kanpur,43.1,1001.9
Kanpur,42.6,1001.2
Kanpur,42.5,1002.5
Kanpur,42,1004.3
Kanpur,40,1004.3
Kanpur,39.9,1004
Kanpur,38,1004.6
Kanpur,38.8,1005.2
Kanpur,39.5,1006.2
Kanpur,39,1005.3
Kanpur,37,1005.7
Kanpur,38.3,1006.2
Kanpur,40.5,1006.5
Kanpur,42,1005.1
Kanpur,41,1003.8
Kanpur,41.6,1002.4
Kanpur,41.7,1002.7
Kanpur,39.1,1002.6
Kanpur,41,1002.3
Kanpur,42.9,1001.9
Kanpur,43.1,1001.4
Kanpur,43.6,1000.6
Kanpur,45.5,999.5
Kanpur,41.6,1000.4
Kanpur,41.6,1001.6
Kanpur,41.9,1001.3
Kanpur,38.4,1002.5
Kanpur,40.5,1001.4
Kanpur,42.1,1000.6
Kanpur,41.9,1002
Kanpur,40.4,1003.5
Kanpur,42,1002.4
Kanpur,43.5,1000.3
Kanpur,44.6,998.6
Kanpur,43.1,999.1
Kanpur,35,1000.2
Kanpur,35.5,1000.5
Kanpur,42.6,997.2
Kanpur,44.2,996.5
Kanpur,41.1,998.8
Kanpur,40.1,999.9
Kanpur,38,1000.7
Kanpur,31,1001.5
Kanpur,36,1001.8
Kanpur,37.5,1001.8
Kanpur,36.5,1002
Kanpur,33.5,1002.3
Kanpur,37.5,1002.4
Kanpur,36.8,1002.2
Kanpur,37.5,1000.2
Kanpur,40.5,997.5
Kanpur,41.5,996.4
Kanpur,41.5,995.8
Kanpur,35.6,996.8
Bhopal,38,1008.1
Bhopal,38.1,1008.1
Bhopal,40.1,1007.5
Bhopal,40.1,1007.3
Bhopal,40.8,1007.5
Bhopal,40,1007.2
Bhopal,39,1005.6
Bhopal,39,1005.5
Bhopal,40,1005.5
Bhopal,41,1006.5
Bhopal,41,1006
Bhopal,41,1005.9
Bhopal,41.1,1006.4
Bhopal,41.8,1006.5
Bhopal,39.8,1007
Bhopal,33,1008.9
Bhopal,31,1010.2
Bhopal,32.2,1008.6
Bhopal,35,1007.8
Bhopal,36,1005.5
Bhopal,38,1004.6
Bhopal,39,1005.1
Bhopal,40,1005.9
Bhopal,41,1006.2
Bhopal,42,1005.6
Bhopal,41.9,1005
Bhopal,42,1004.5
Bhopal,43,1003.8
Bhopal,43,1002.7
Bhopal,42,1001.6
Bhopal,41.9,1000.8
Bhopal,40,1000.7
Bhopal,40.8,999.8
Bhopal,37.9,1005.4
Bhopal,37,1006.8
Bhopal,39.9,1005.2
Bhopal,40.9,1004.1
Bhopal,40,1004.4
Bhopal,40,1004.2
Bhopal,39.1,1004.5
Bhopal,39,1005.3
Bhopal,39.9,1005.1
Bhopal,39.8,1003.8
Bhopal,39.8,1003.6
Bhopal,41.1,1004.2
Bhopal,40,1005.5
Bhopal,40,1005.5
Bhopal,38,1005.9
Bhopal,39,1005.7
Bhopal,41,1005.4
Bhopal,43,1003.6
Bhopal,43,1002.4
Bhopal,42,1002
Bhopal,41,1002.7
Bhopal,40.2,1002.3
Bhopal,42,1001.5
Bhopal,43,1001
Bhopal,43,1000.4
Bhopal,44,999.8
Bhopal,43,999
Bhopal,43.9,999.5
Bhopal,43.8,1000.2
Bhopal,43,999.9
Bhopal,45.1,998.5
Bhopal,44,998.8
Bhopal,45,999
Bhopal,44,999.1
Bhopal,44.8,999.4
Bhopal,44,999.1
Bhopal,45,997.8
Bhopal,43,996.8
Bhopal,44,996.1
Bhopal,43,996.3
Bhopal,39.1,999.2
Bhopal,37,1000.5
Bhopal,36,1001.3
Bhopal,36,1002
Bhopal,37.2,1001.8
Bhopal,37,1000.5
Bhopal,31.1,1000.8
Bhopal,35.8,1000.9
Bhopal,38,1000.6
Bhopal,38.1,999.2
Bhopal,38.1,998.8
Bhopal,38.1,1000.4
Bhopal,38.1,1001.6
Bhopal,38.8,1000.7
Bhopal,35,1000.1
Bhopal,36,999.4
Bhopal,33,998.7
Bhopal,29.9,1000
Indore,37.9,1007.6
Indore,38,1007.7
Indore,39.8,1007.4
Indore,39.9,1007.3
Indore,39.1,1007.7
Indore,38,1007.9
Indore,39.2,1005.5
Indore,39,1005.3
Indore,38,1006
Indore,39,1007.1
Indore,40.1,1006.2
Indore,40,1006.1
Indore,40,1006.5
Indore,40.2,1006.5
Indore,35.2,1006.9
Indore,35,1007.5
Indore,31.1,1009.2
Indore,33,1009.2
Indore,36,1007.2
Indore,36.1,1005.1
Indore,37.1,1004.4
Indore,38,1004.9
Indore,40.2,1005.6
Indore,40.8,1005.9
Indore,41.2,1005.7
Indore,42.1,1004.8
Indore,42,1004
Indore,42.1,1003.4
Indore,42,1003
Indore,41,1002.2
Indore,39,1001.6
Indore,39,1001.6
Indore,38.9,1002
Indore,37.8,1006
Indore,37.1,1007.9
Indore,38.8,1005.6
Indore,39.9,1005
Indore,39,1005.4
Indore,38.8,1005.2
Indore,38,1005.1
Indore,38,1006.1
Indore,40,1004.8
Indore,40,1003.8
Indore,39,1003.7
Indore,40,1004.5
Indore,38,1006.1
Indore,39.2,1006.2
Indore,38.1,1005.8
Indore,38.2,1005.6
Indore,40.1,1005.4
Indore,41,1004.1
Indore,40.2,1003.3
Indore,40,1003
Indore,39.9,1003.7
Indore,39.2,1003
Indore,41.9,1001.8
Indore,40.2,1002.3
Indore,42,1001.1
Indore,42,1000.1
Indore,41,999.7
Indore,41.8,1000.1
Indore,40.8,1000.9
Indore,42,1001.1
Indore,42.2,999.8
Indore,40.9,1000.5
Indore,41.9,1000.2
Indore,42.8,1000
Indore,44,1000.1
Indore,43,999.6
Indore,43,998.1
Indore,41.2,997.8
Indore,42.1,996.9
Indore,41.1,996.4
Indore,36.8,999.7
Indore,37,999.6
Indore,38.1,1000.7
Indore,36.2,1002.4
Indore,37,1002.9
Indore,35.8,1000.7
Indore,32.1,1000.5
Indore,33,1001.6
Indore,33.1,1001.6
Indore,36.2,1000.5
Indore,35.2,999.9
Indore,35.1,1001.5
Indore,33,1002.6
Indore,32,1001.8
Indore,30.1,1000.7
Indore,33.2,999.4
Indore,33,999.2
Indore,30.8,1000.3
Jaipur,37,1008.8
Jaipur,37,1008.8
Jaipur,39,1007.3
Jaipur,40,1007.4
Jaipur,41.1,1007.3
Jaipur,40.5,1005.8
Jaipur,39,1004.7
Jaipur,38,1005.5
Jaipur,39,1004.8
Jaipur,40,1006.6
Jaipur,40,1006.3
Jaipur,40,1006.5
Jaipur,39,1006.7
Jaipur,39.2,1007.1
Jaipur,39,1006.4
Jaipur,31.2,1010.1
Jaipur,27.1,1010.3
Jaipur,30,1011.3
Jaipur,31,1009.5
Jaipur,35,1006.4
Jaipur,38,1004.9
Jaipur,40,1004.6
Jaipur,41,1005.4
Jaipur,41.1,1006.3
Jaipur,41.1,1006.2
Jaipur,41,1005.7
Jaipur,41,1005.4
Jaipur,41,1004.2
Jaipur,42,1003
Jaipur,42,1000.5
Jaipur,41,998.3
Jaipur,40,1000.7
Jaipur,38,1003.6
Jaipur,38.2,1005.8
Jaipur,40,1007
Jaipur,40.1,1004.5
Jaipur,41,1003.3
Jaipur,41,1003.5
Jaipur,40.1,1003.4
Jaipur,39,1003.2
Jaipur,39,1004.9
Jaipur,37,1004.7
Jaipur,40,1003
Jaipur,38,1004.2
Jaipur,39,1004.1
Jaipur,38,1005.7
Jaipur,37,1005.8
Jaipur,35,1006.6
Jaipur,38,1006.2
Jaipur,39,1006.7
Jaipur,39.9,1004.9
Jaipur,38,1003.4
Jaipur,40,1002.1
Jaipur,38,1003.4
Jaipur,39.4,1003.5
Jaipur,42,1001.9
Jaipur,42,1001.6
Jaipur,43,1001.5
Jaipur,44,999.6
Jaipur,44.3,998.8
Jaipur,43.6,999.4
Jaipur,44,999.1
Jaipur,45,998.6
Jaipur,45.1,998
Jaipur,45,998.6
Jaipur,43.3,999
Jaipur,45,999.4
Jaipur,44,1001.7
Jaipur,44,1000.3
Jaipur,45.2,998
Jaipur,46,995.8
Jaipur,43.2,996.6
Jaipur,42.2,998
Jaipur,35,1000.6
Jaipur,40,999.1
Jaipur,39,999.6
Jaipur,34.2,1001.2
Jaipur,37,1000.8
Jaipur,30,1001.6
Jaipur,32,1001.3
Jaipur,36.5,1001.3
Jaipur,36,1001.3
Jaipur,40,999.9
Jaipur,39,999.5
Jaipur,38.5,1001.4
Jaipur,39,1001.4
Jaipur,40,999.2
Jaipur,40,997.5
Jaipur,40,996.6
Jaipur,41,996.7
Jaipur,41.1,997
Lucknow,34,1008.9
Lucknow,34.6,1008.9
Lucknow,35.7,1009
Lucknow,36.6,1009.1
Lucknow,37,1008.3
Lucknow,37,1007.4
Lucknow,32.2,1007.5
Lucknow,33.7,1007.2
Lucknow,37,1006.2
Lucknow,36,1008.4
Lucknow,37,1007.3
Lucknow,38.6,1007.1
Lucknow,40,1007.1
Lucknow,40,1006.9
Lucknow,41.1,1005.8
Lucknow,30.1,1009.9
Lucknow,27.6,1013.6
Lucknow,31.6,1011.2
Lucknow,33.1,1009
Lucknow,34.6,1006.8
Lucknow,37.3,1005.2
Lucknow,38.2,1005
Lucknow,36.9,1007
Lucknow,37,1008
Lucknow,40.6,1006.6
Lucknow,41.4,1004.6
Lucknow,41.4,1004
Lucknow,41.7,1003.4
Lucknow,42.4,1003.3
Lucknow,43.3,1001.5
Lucknow,40.1,1000.3
Lucknow,42,1001.3
Lucknow,36,1004
Lucknow,38,1005.7
Lucknow,39.4,1006
Lucknow,41.6,1003.3
Lucknow,42.4,1002.2
Lucknow,43,1001.4
Lucknow,42.6,1000.7
Lucknow,41.3,1002.3
Lucknow,41.4,1003.8
Lucknow,40,1003.9
Lucknow,39.6,1003.7
Lucknow,37,1004.3
Lucknow,38.6,1004.8
Lucknow,39.6,1005.9
Lucknow,39,1004.9
Lucknow,37,1005.3
Lucknow,38.3,1005.9
Lucknow,40.3,1006.2
Lucknow,42,1004.6
Lucknow,41,1003.2
Lucknow,41.6,1002.2
Lucknow,41.7,1002.4
Lucknow,39.2,1002.2
Lucknow,40.3,1001.9
Lucknow,42.9,1001.4
Lucknow,43.1,1001
Lucknow,43,1000.4
Lucknow,44,999.1
Lucknow,39.2,1000.1
Lucknow,39.2,1001.1
Lucknow,38.2,1000.7
Lucknow,37.7,1002.1
Lucknow,38.6,1001.2
Lucknow,40.6,1000.2
Lucknow,40.1,1002
Lucknow,37,1003.6
Lucknow,40.3,1001.8
Lucknow,42,999
Lucknow,42.2,996.8
Lucknow,40.1,997.2
Lucknow,35.1,999.4
Lucknow,35.6,999.7
Lucknow,42,997.7
Lucknow,44.2,996.5
Lucknow,41.2,998.1
Lucknow,40.2,999.1
Lucknow,38,1000.1
Lucknow,31.4,1001.4
Lucknow,36,1001.3
Lucknow,37,1001.4
Lucknow,36.6,1001.9
Lucknow,31.7,1002.1
Lucknow,37.6,1002.3
Lucknow,36.9,1001.7
Lucknow,37.6,999.5
Lucknow,40.1,996.6
Lucknow,41.2,995.7
Lucknow,41.4,995.5
Lucknow,35.2,996.8
Surat,33.7,1010.5
Surat,33.9,1010.2
Surat,34.4,1009.4
Surat,36.2,1009.9
Surat,32.9,1011.6
Surat,34.4,1011.3
Surat,32.9,1009.5
Surat,35.4,1008.6
Surat,35.9,1009.4
Surat,38.1,1010.1
Surat,38.4,1009.5
Surat,36.1,1008.8
Surat,39.9,1008.9
Surat,40.1,1009.2
Surat,38.1,1008.8
Surat,35.9,1008.7
Surat,33.7,1011.5
Surat,35.2,1011.1
Surat,38.1,1008.6
Surat,37.9,1006.9
Surat,38.1,1006.8
Surat,37.7,1007.5
Surat,39.1,1008.6
Surat,39.1,1009.3
Surat,38.2,1009.4
Surat,41.1,1007.5
Surat,42.7,1006.4
Surat,42.4,1006.2
Surat,36.2,1006.3
Surat,33.7,1006
Surat,33.2,1005.8
Surat,33.1,1005.8
Surat,32.1,1007.2
Surat,32.7,1010
Surat,33.1,1011.7
Surat,34.7,1009.6
Surat,34.1,1008.7
Surat,32.4,1010
Surat,32.9,1008.8
Surat,33.1,1008.8
Surat,33.7,1009.8
Surat,33.7,1008.6
Surat,33.4,1008
Surat,33.1,1007.9
Surat,33.2,1009.1
Surat,34.7,1010
Surat,34.1,1010.1
Surat,37.4,1009.1
Surat,38.4,1008.7
Surat,39.6,1008.7
Surat,40.4,1007.7
Surat,34.9,1007.6
Surat,40.1,1006.8
Surat,34.4,1008.3
Surat,35.7,1007.2
Surat,33.7,1006.3
Surat,35.1,1006.6
Surat,36.4,1005.9
Surat,36.2,1005
Surat,33.4,1005.1
Surat,33.7,1004.9
Surat,33.2,1006
Surat,33.7,1005.6
Surat,33.2,1005.8
Surat,33.4,1006
Surat,34.7,1005.4
Surat,34.2,1005.4
Surat,34.1,1005.6
Surat,34.7,1005.1
Surat,33.7,1003.8
Surat,34.2,1002.7
Surat,34.1,1000.9
Surat,36.1,999.8
Surat,30.4,1001.5
Surat,32.2,1002
Surat,32.7,1003.8
Surat,32.1,1005.4
Surat,32.9,1005.7
Surat,30.7,1003.2
Surat,32.9,1003.1
Surat,33.4,1004.6
Surat,34.2,1004.7
Surat,33.9,1003.7
Surat,31.7,1003.1
Surat,31.9,1003.9
Surat,31.7,1005.1
Surat,33.2,1004.5
Surat,33.7,1002.8
Surat,30.4,1002.1
Surat,28.9,1002.1
Surat,30.9,1002.5
Surat,34.4,1008.6
Surat,36.7,1009
Surat,37.9,1008.9
Surat,38.1,1007.3
Surat,36.6,1006.4
Surat,36.4,1007.5
Surat,36.4,1008.6
Surat,33.7,1008.9
Surat,34.4,1009.6
Surat,34.7,1008.5
Surat,32.1,1009
Surat,33.1,1008.3
Surat,34.7,1008.1
Surat,34.4,1007.7
Surat,34.7,1008.3
Surat,36.6,1009.6
Surat,39.7,1009.9
Surat,40.1,1010
Surat,39.7,1007.4
Surat,34.4,1007.6
Surat,38.6,1008.7
Surat,38.4,1008.4
Surat,38.4,1008.7
Surat,40.2,1008.8
Surat,38.3,1007.8
Surat,34.7,1007.2
Surat,33.7,1008.5
Surat,34.4,1008.5
Surat,32.7,1008
Surat,32.7,1007.1
Surat,33.4,1007.5
Surat,33.4,1007.4
Surat,33.1,1007.2
Surat,33.2,1007.8
Surat,34.4,1008.1
Surat,34.9,1008.8
Surat,33.9,1008.6
Surat,35.1,1007
Surat,40.3,1007.8
Surat,39.1,1008.3
Surat,33.9,1007.8
Surat,34.9,1007.9
Surat,35.2,1007.1
Surat,35.1,1007.4
Surat,35.4,1006.7
Surat,36.4,1005.6
Surat,37.2,1005.1
Surat,34.7,1005.8
Surat,34.7,1005.3
Surat,35.7,1005.5
Surat,34.7,1005.9
Surat,33.4,1006.4
Surat,33.7,1005.4
Surat,34.7,1005.3
Surat,37.9,1005.3
Surat,40.1,1003.6
Surat,38.4,1003.2
Surat,36.2,1002.3
Surat,33.4,1002.6
Surat,33.4,1002.9
Surat,34.4,1004
Surat,35.2,1005.4
Surat,35.4,1006.2
Surat,36.2,1005.2
Surat,34.4,1003.6
Surat,36.7,1003.9
Surat,35.1,1005.5
Surat,34.4,1003.4
Surat,34.4,1000.7
Surat,33.9,999.5
Surat,34.2,1000.1
Surat,34.1,1001.3
Surat,33.4,1001.6
Surat,33.9,1002.6
Surat,33.7,1003.8
Surat,33.9,1004.2
Surat,32.4,1005.1
Surat,32.2,1004.4
Surat,32.4,1003.3
Surat,35.2,1003.2
Surat,34.9,1003.4
Surat,33.4,1003.5
Surat,32.9,1003.3
Surat,31.6,1002.4
Surat,30.2,1002.1
Surat,28.7,1000.8
Surat,31.2,999.9
Surat,32.7,999.8
Surat,32.1,1000.4
Surat,31.7,1001.4
Surat,31.4,1003.6
Jaipur,37,1007.4
Jaipur,38,1007.8
Jaipur,39,1006.9
Jaipur,39.1,1004.3
Jaipur,39,1003
Jaipur,38,1005.1
Jaipur,36,1007.3
Jaipur,37,1007.2
Jaipur,35.2,1008.2
Jaipur,36,1007.5
Jaipur,36.9,1007.1
Jaipur,34,1007
Jaipur,35,1008
Jaipur,38,1006.7
Jaipur,39.1,1005.7
Jaipur,39,1006.5
Jaipur,39,1007.4
Jaipur,38.1,1007.3
Jaipur,39.2,1003.9
Jaipur,38,1003.6
Jaipur,35,1007.8
Jaipur,35,1008.2
Jaipur,36.1,1008.3
Jaipur,39,1006.7
Jaipur,40,1004.2
Jaipur,41,1002.5
Jaipur,43,1003.5
Jaipur,42.8,1003
Jaipur,43,1001
Jaipur,43.3,999.6
Jaipur,42,1001.3
Jaipur,43,1002
Jaipur,40.2,1004
Jaipur,40,1004
Jaipur,42,1003.5
Jaipur,41.8,1004.1
Jaipur,40,1003.8
Jaipur,37,1004.4
Jaipur,38.6,1005.4
Jaipur,41,1006.2
Jaipur,43,1003.6
Jaipur,43.1,1002.8
Jaipur,41,1001.7
Jaipur,41,1003.9
Jaipur,40,1002.1
Jaipur,41,1002.2
Jaipur,41.1,1001.7
Jaipur,41,1001
Jaipur,42,1001
Jaipur,42,1002.4
Jaipur,42,1002.5
Jaipur,44,1001.5
Jaipur,44,999.7
Jaipur,42,999.5
Jaipur,43,1000.8
Jaipur,44,999.7
Jaipur,43.2,999.3
Jaipur,44,996.9
Jaipur,44,995.9
Jaipur,41.7,998.7
Jaipur,41,999.9
Jaipur,45,999.7
Jaipur,44.1,1000.7
Jaipur,43.1,997.9
Jaipur,44,997
Jaipur,42.9,999.1
Jaipur,39,1001.6
Jaipur,42,997.5
Jaipur,42,995.4
Jaipur,38,995.6
Jaipur,37,996.3
Jaipur,40,994.4
Jaipur,41,992.7
Jaipur,40,993.4
Jaipur,39.2,994.9
Jaipur,39,996.7
Jaipur,39,998.5
Jaipur,39,998.2
Jaipur,39,998.5
Jaipur,40,999
Jaipur,41.1,999.7
Jaipur,42,998.8
Jaipur,43,997.8
Jaipur,42,997.6
Jaipur,41,997.6
Jaipur,39,996.3
Jaipur,34,997.1
Jaipur,32,997.6
Jaipur,33,998.2
Jaipur,32,998.5
Jaipur,34.2,1000
Bhopal,38,1005.8
Bhopal,38,1007.3
Bhopal,38.1,1006.4
Bhopal,39,1004.5
Bhopal,39,1002.9
Bhopal,37.8,1004.5
Bhopal,38,1006.4
Bhopal,36,1007.2
Bhopal,38,1007.3
Bhopal,38,1006.6
Bhopal,37,1007.2
Bhopal,36.8,1006.3
Bhopal,36,1006.3
Bhopal,37.2,1005.4
Bhopal,39,1005.4
Bhopal,39,1006.8
Bhopal,39,1007.4
Bhopal,39,1006.9
Bhopal,40,1004.1
Bhopal,40,1003.3
Bhopal,38,1005.8
Bhopal,37,1006.8
Bhopal,38,1007.3
Bhopal,38,1006
Bhopal,40,1004.5
Bhopal,41,1003.3
Bhopal,41.8,1004.2
Bhopal,42,1003.7
Bhopal,42,1001.7
Bhopal,41.8,1000.7
Bhopal,42,1002
Bhopal,42,1002.1
Bhopal,40.9,1004
Bhopal,41,1004
Bhopal,42,1003.9
Bhopal,42,1004.2
Bhopal,41,1003.8
Bhopal,39,1004
Bhopal,41,1004.4
Bhopal,41.1,1005.3
Bhopal,42,1003.5
Bhopal,42,1002.7
Bhopal,42,1002.5
Bhopal,40.9,1002.6
Bhopal,41,1002.3
Bhopal,41.1,1001.5
Bhopal,43,1000.7
Bhopal,42,1000.2
Bhopal,41.8,1000.2
Bhopal,43,1000.7
Bhopal,43,1000.9
Bhopal,43,1000.8
Bhopal,44,1000.3
Bhopal,43,998.8
Bhopal,43,999.8
Bhopal,44,999.7
Bhopal,44.8,998.9
Bhopal,44.1,996.7
Bhopal,44,995.9
Bhopal,41.9,997.4
Bhopal,42,1000.4
Bhopal,41.1,1000.8
Bhopal,41.1,1001.6
Bhopal,42,999.5
Bhopal,42,998
Bhopal,42,998.7
Bhopal,41,1000.2
Bhopal,42,997.4
Bhopal,35,996.2
Bhopal,36,996.8
Bhopal,30.2,997.7
Bhopal,34,996.9
Bhopal,38,995.7
Bhopal,37,996.6
Bhopal,38,998.4
Bhopal,38,1000.1
Bhopal,37,1001.3
Bhopal,36.8,1000.7
Bhopal,37,1000.6
Bhopal,36,1000.5
Bhopal,37,1000.7
Bhopal,36.1,1000
Bhopal,38,1000.1
Bhopal,37,999.8
Bhopal,35,999.8
Bhopal,35,998
Bhopal,30,997.9
Bhopal,29.1,998.5
Bhopal,26,998.7
Bhopal,31.1,1000.5
Bhopal,32.1,1002
Lucknow,35,1009.3
Lucknow,37,1010.1
Lucknow,38,1008.5
Lucknow,40,1005.5
Lucknow,38,1004.6
Lucknow,36,1006.4
Lucknow,35,1009.4
Lucknow,35,1010.2
Lucknow,37,1010.2
Lucknow,35,1009.2
Lucknow,35,1009.4
Lucknow,36,1007.8
Lucknow,38,1008.2
Lucknow,39,1007
Lucknow,41,1006.8
Lucknow,42,1007.9
Lucknow,41,1007.1
Lucknow,41,1005.9
Lucknow,42,1003.8
Lucknow,39,1003.7
Lucknow,39,1005.9
Lucknow,38,1007.4
Lucknow,38,1007.5
Lucknow,40,1006.4
Lucknow,41,1004.4
Lucknow,38.3,1003.8
Lucknow,38,1006.2
Lucknow,37,1006.2
Lucknow,37.1,1003.1
Lucknow,33.9,1003.2
Lucknow,34,1005.6
Lucknow,35.1,1005.7
Lucknow,32.4,1008.2
Lucknow,37,1006.8
Lucknow,38,1005.5
Lucknow,39.4,1004.8
Lucknow,40.7,1002.9
Lucknow,40.4,1002.7
Lucknow,40,1006
Lucknow,41,1007.9
Lucknow,42,1004.3
Lucknow,40,1004.5
Lucknow,39,1004.2
Lucknow,34,1006.3
Lucknow,38,1004.3
Lucknow,40,1002.5
Lucknow,40,1003
Lucknow,40,1002.5
Lucknow,43,1001.9
Lucknow,42,1002.6
Lucknow,45,1002.7
Lucknow,45,1002.3
Lucknow,44,1001.5
Lucknow,42,1000.6
Lucknow,46,1000.5
Lucknow,48,999.9
Lucknow,44,999.9
Lucknow,42,997.8
Lucknow,39,998.8
Lucknow,36,1000
Lucknow,39,1001.8
Lucknow,35,1004.1
Lucknow,36.1,1004.2
Lucknow,39.1,1000.7
Lucknow,40,1000.2
Lucknow,41,1001.9
Lucknow,42,1002.1
Lucknow,42,998.8
Lucknow,34,997.4
Lucknow,39,995.1
Lucknow,38.3,995
Lucknow,39.3,992.7
Lucknow,43,990.7
Lucknow,40,991.5
Lucknow,39,993.7
Lucknow,40,996.3
Lucknow,41,997.6
Lucknow,41,997.8
Lucknow,40.1,998.5
Lucknow,40,998.8
Lucknow,41,999.5
Lucknow,43,998.8
Lucknow,41.1,997.9
Lucknow,41,998
Lucknow,43,996.6
Lucknow,42,994.7
Lucknow,39.2,995.6
Lucknow,37,998.8
Lucknow,37,1000
Lucknow,35,1000.6
Lucknow,36,1000.6
Patna,33.9,1009.2
Patna,34,1009.1
Patna,35,1008.3
Patna,37,1008.1
Patna,31,1005.4
Patna,33,1006.9
Patna,32,1008.8
Patna,33,1010
Patna,33,1009.6
Patna,32,1008.4
Patna,36,1007.8
Patna,34,1007
Patna,37,1006.7
Patna,38.8,1005.5
Patna,39,1006.1
Patna,38,1007.1
Patna,40,1006.2
Patna,38,1004.9
Patna,40,1003
Patna,39,1003.5
Patna,39,1003.4
Patna,40,1005.3
Patna,39,1006.1
Patna,39,1005.6
Patna,38,1004.1
Patna,33,1005.2
Patna,34.3,1007.2
Patna,36,1006.2
Patna,35,1003.6
Patna,30.8,1004.9
Patna,30,1006.3
Patna,33,1006.3
Patna,32,1008.3
Patna,33.1,1006.8
Patna,36,1005.6
Patna,39.8,1004.3
Patna,40,1002.3
Patna,40,1001.5
Patna,40,1004.1
Patna,40,1005.8
Patna,36,1004.8
Patna,35,1005.4
Patna,35.8,1004.7
Patna,33,1006.8
Patna,35,1003.7
Patna,35,1003.1
Patna,35,1003.8
Patna,36.8,1002.2
Patna,37,1002.1
Patna,36,1003.2
Patna,38,1003
Patna,37.1,1002.9
Patna,36,1002.3
Patna,37.1,1001.2
Patna,40,999.3
Patna,40,1000.3
Patna,39,1000.3
Patna,38.8,998.5
Patna,35,999.7
Patna,36,1000.1
Patna,37,1002
Patna,34,1004.1
Patna,35,1003.5
Patna,36,1000.4
Patna,37,1000.4
Patna,38,1002.7
Patna,39,1002.3
Patna,37.9,999.5
Patna,35,997.7
Patna,39,995.1
Patna,40,993.6
Patna,38,992.3
Patna,40,991.1
Patna,39,991.7
